uniprot_acc	uniprot	RefSeqId	Gene	Name
Q3B7T1	Q3B7T1	26098	EDRF1	erythroid differentiation regulatory factor 1
Q3KQU3	Q3KQU3	55700	MAP7D1	MAP7 domain containing 1
Q3KQV9	Q3KQV9	91373	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
Q3KR37	Q3KR37	57476	GRAMD1B	GRAM domain containing 1B
Q3KRA6	Q3KRA6	130355	C2orf76	chromosome 2 open reading frame 76
Q3LXA3	Q3LXA3	26007	TKFC	triokinase and FMN cyclase
Q3MHD2	Q3MHD2	124801	LSM12	LSM12 homolog
Q3MIT2	Q3MIT2	150962	PUS10	pseudouridylate synthase 10
Q3MIX3	Q3MIX3	203054	ADCK5	aarF domain containing kinase 5
Q3SY69	Q3SY69	160428	ALDH1L2	aldehyde dehydrogenase 1 family member L2
Q3T906	Q3T906	79158	GNPTAB	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
Q3V6T2	Q3V6T2	55704	CCDC88A	coiled-coil domain containing 88A
Q3YEC7	Q3YEC7	55684	RABL6	RAB, member RAS oncogene family like 6
Q3ZAQ7	Q3ZAQ7	203547	VMA21	VMA21, vacuolar ATPase assembly factor
Q3ZCM7	Q3ZCM7	347688	TUBB8	tubulin beta 8 class VIII
Q3ZCQ8	Q3ZCQ8	92609	TIMM50	translocase of inner mitochondrial membrane 50
Q460N5	Q460N5	54625	PARP14	poly(ADP-ribose) polymerase family member 14
Q49A26	Q49A26	84656	GLYR1	glyoxylate reductase 1 homolog
Q49AR2	Q49AR2	55322	C5orf22	chromosome 5 open reading frame 22
Q49B96	Q49B96	90639	COX19	COX19, cytochrome c oxidase assembly factor
Q4G0F5	Q4G0F5	112936	VPS26B	VPS26, retromer complex component B
Q4G0I0	Q4G0I0	283951	C16orf91	chromosome 16 open reading frame 91
Q4G0J3	Q4G0J3	51574	LARP7	La ribonucleoprotein domain family member 7
Q4G0N4	Q4G0N4	133686	"NADK2"	"NAD kinase 2, mitochondrial"
Q4G148	Q4G148	283464	GXYLT1	glucoside xylosyltransferase 1
Q4G176	Q4G176	197322	ACSF3	acyl-CoA synthetase family member 3
Q4J6C6	Q4J6C6	9581	PREPL	prolyl endopeptidase-like
Q4KMP7	Q4KMP7	26000	TBC1D10B	TBC1 domain family member 10B
Q4KMQ2	Q4KMQ2	196527	ANO6	anoctamin 6
Q4KWH8	Q4KWH8	23007	PLCH1	phospholipase C eta 1
Q4LE39	Q4LE39	51742	ARID4B	AT-rich interaction domain 4B
Q4U2R6	Q4U2R6	51258	MRPL51	mitochondrial ribosomal protein L51
Q4V328	Q4V328	56850	GRIPAP1	GRIP1 associated protein 1
Q4VC05	Q4VC05	605	BCL7A	BCL tumor suppressor 7A
Q4VC31	Q4VC31	131076	CCDC58	coiled-coil domain containing 58
Q4ZIN3	Q4ZIN3	91304	TMEM259	transmembrane protein 259
Q52LJ0	Q52LJ0	283742	FAM98B	family with sequence similarity 98 member B
Q53EL6	Q53EL6	27250	PDCD4	programmed cell death 4
Q53EP0	Q53EP0	64778	FNDC3B	fibronectin type III domain containing 3B
Q53ET0	Q53ET0	200186	CRTC2	CREB regulated transcription coactivator 2
Q53EZ4	Q53EZ4	55165	CEP55	centrosomal protein 55
Q53F19	Q53F19	55421	NCBP3	nuclear cap binding subunit 3
Q53FA7	Q53FA7	9540	TP53I3	tumor protein p53 inducible protein 3
Q53FT3	Q53FT3	51501	HIKESHI	Hikeshi, heat shock protein nuclear import factor
Q53FZ2	Q53FZ2	6296	ACSM3	acyl-CoA synthetase medium chain family member 3
Q53G44	Q53G44	10964	IFI44L	interferon induced protein 44 like
Q53GL0	Q53GL0	51177	PLEKHO1	pleckstrin homology domain containing O1
Q53GL7	Q53GL7	84875	PARP10	poly(ADP-ribose) polymerase family member 10
Q53GQ0	Q53GQ0	51144	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12
Q53GS7	Q53GS7	2733	GLE1	GLE1, RNA export mediator
Q53GS9	Q53GS9	10713	USP39	ubiquitin specific peptidase 39
Q53GT1	Q53GT1	84861	KLHL22	kelch like family member 22
Q53H12	Q53H12	55750	AGK	acylglycerol kinase
Q53H47	Q53H47	6419	SETMAR	SET domain and mariner transposase fusion gene
Q53H82	Q53H82	51110	LACTB2	lactamase beta 2
Q53H96	Q53H96	65263	PYCR3	pyrroline-5-carboxylate reductase 3
Q53HC9	Q53HC9	7260	EIPR1	EARP complex and GARP complex interacting protein 1
Q53HL2	Q53HL2	55143	CDCA8	cell division cycle associated 8
Q53QZ3	Q53QZ3	55843	ARHGAP15	Rho GTPase activating protein 15
Q53R41	Q53R41	79675	FASTKD1	FAST kinase domains 1
Q53S33	Q53S33	388962	BOLA3	bolA family member 3
Q53T59	Q53T59	64342	HS1BP3	HCLS1 binding protein 3
Q562E7	Q562E7	124997	WDR81	WD repeat domain 81
Q562F6	Q562F6	151246	SGO2	shugoshin 2
Q562R1	Q562R1	345651	ACTBL2	actin, beta like 2
Q567U6	Q567U6	54520	CCDC93	coiled-coil domain containing 93
Q56NI9	Q56NI9	157570	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2
Q56VL3	Q56VL3	132299	OCIAD2	OCIA domain containing 2
Q587I9	Q587I9	84826	SFT2D3	SFT2 domain containing 3
Q58A45	Q58A45	255967	PAN3	PAN3 poly(A) specific ribonuclease subunit
Q58FG1	Q58FG1	NA	NA	NA
Q58WW2	Q58WW2	55827	DCAF6	DDB1 and CUL4 associated factor 6
Q5BJD5	Q5BJD5	440026	TMEM41B	transmembrane protein 41B
Q5BJF2	Q5BJF2	27346	TMEM97	transmembrane protein 97
Q5BJF6	Q5BJF6	4957	ODF2	outer dense fiber of sperm tails 2
Q5BJH2	Q5BJH2	85013	TMEM128	transmembrane protein 128
Q5BJH7	Q5BJH7	90522	YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein
Q5BKZ1	Q5BKZ1	284695	ZNF326	zinc finger protein 326
Q5C9Z4	Q5C9Z4	64434	NOM1	nucleolar protein with MIF4G domain 1
Q5D1E8	Q5D1E8	80149	ZC3H12A	zinc finger CCCH-type containing 12A
Q5EBM0	Q5EBM0	129607	CMPK2	cytidine/uridine monophosphate kinase 2
Q5F1R6	Q5F1R6	134218	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21
Q5FWE3	Q5FWE3	285368	PRRT3	proline rich transmembrane protein 3
Q5GLZ8	Q5GLZ8	26091	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4
Q5H8A4	Q5H8A4	54872	PIGG	phosphatidylinositol glycan anchor biosynthesis class G
Q5H9R7	Q5H9R7	55291	PPP6R3	protein phosphatase 6 regulatory subunit 3
Q5HYI7	Q5HYI7	345778	MTX3	metaxin 3
Q5HYI8	Q5HYI8	285282	RABL3	RAB, member of RAS oncogene family like 3
Q5HYJ3	Q5HYJ3	143684	FAM76B	family with sequence similarity 76 member B
Q5HYK3	Q5HYK3	84274	COQ5	coenzyme Q5, methyltransferase
Q5J8M3	Q5J8M3	51234	EMC4	ER membrane protein complex subunit 4
Q5JPE7	Q5JPE7	283820	NOMO2	NODAL modulator 2
Q5JPH6	Q5JPH6	124454	EARS2	glutamyl-tRNA synthetase 2, mitochondrial
Q5JPI3	Q5JPI3	285237	C3orf38	chromosome 3 open reading frame 38
Q5JPI9	Q5JPI9	399818	EEF1AKMT2	EEF1A lysine methyltransferase 2
Q5JRA6	Q5JRA6	375056	MIA3	MIA family member 3, ER export factor
Q5JRX3	Q5JRX3	10531	PITRM1	pitrilysin metallopeptidase 1
Q5JS54	Q5JS54	389362	PSMG4	proteasome assembly chaperone 4
Q5JSH3	Q5JSH3	54521	WDR44	WD repeat domain 44
Q5JSJ4	Q5JSJ4	203522	INTS6L	integrator complex subunit 6 like
Q5JSL3	Q5JSL3	139818	DOCK11	dedicator of cytokinesis 11
Q5JSP0	Q5JSP0	89846	FGD3	FYVE, RhoGEF and PH domain containing 3
Q5JSZ5	Q5JSZ5	84726	PRRC2B	proline rich coiled-coil 2B
Q5JTD0	Q5JTD0	93643	TJAP1	tight junction associated protein 1
Q5JTH9	Q5JTH9	23223	RRP12	ribosomal RNA processing 12 homolog
Q5JTJ3	Q5JTJ3	388753	COA6	cytochrome c oxidase assembly factor 6
Q5JTV8	Q5JTV8	26092	TOR1AIP1	torsin 1A interacting protein 1
Q5JTZ9	Q5JTZ9	57505	AARS2	alanyl-tRNA synthetase 2, mitochondrial
Q5JU69	Q5JU69	27433	TOR2A	torsin family 2 member A
Q5JUR7	Q5JUR7	93081	TEX30	testis expressed 30
Q5JV73	Q5JV73	84443	FRMPD3	FERM and PDZ domain containing 3
Q5JVF3	Q5JVF3	55795	PCID2	PCI domain containing 2
Q5K651	Q5K651	54809	SAMD9	sterile alpha motif domain containing 9
Q5M775	Q5M775	92521	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1
Q5M7Z0	Q5M7Z0	51136	RNFT1	ring finger protein, transmembrane 1
Q5MIZ7	Q5MIZ7	57223	PPP4R3B	protein phosphatase 4 regulatory subunit 3B
Q5MNZ9	Q5MNZ9	55062	WIPI1	WD repeat domain, phosphoinositide interacting 1
Q5NDL2	Q5NDL2	285203	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase
Q5PRF9	Q5PRF9	55095	SAMD4B	sterile alpha motif domain containing 4B
Q5QJ74	Q5QJ74	219899	TBCEL	tubulin folding cofactor E like
Q5QJE6	Q5QJE6	30836	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
Q5QP82	Q5QP82	79269	DCAF10	DDB1 and CUL4 associated factor 10
Q5R372	Q5R372	9910	RABGAP1L	RAB GTPase activating protein 1 like
Q5R3I4	Q5R3I4	55020	TTC38	tetratricopeptide repeat domain 38
Q5RI15	Q5RI15	116228	COX20	COX20, cytochrome c oxidase assembly factor
Q5RKV6	Q5RKV6	118460	EXOSC6	exosome component 6
Q5S007	Q5S007	120892	LRRK2	leucine rich repeat kinase 2
Q5SNT2	Q5SNT2	199953	TMEM201	transmembrane protein 201
Q5SNV9	Q5SNV9	284498	C1orf167	chromosome 1 open reading frame 167
Q5SQI0	Q5SQI0	79969	ATAT1	alpha tubulin acetyltransferase 1
Q5SRE5	Q5SRE5	23511	NUP188	nucleoporin 188
Q5SRI9	Q5SRI9	79694	MANEA	mannosidase endo-alpha
Q5SSJ5	Q5SSJ5	50809	HP1BP3	heterochromatin protein 1 binding protein 3
Q5ST30	Q5ST30	57176	VARS2	valyl-tRNA synthetase 2, mitochondrial
Q5SW79	Q5SW79	9859	CEP170	centrosomal protein 170
Q5SWX8	Q5SWX8	54953	ODR4	odr-4 GPCR localization factor homolog
Q5SXM2	Q5SXM2	6621	SNAPC4	small nuclear RNA activating complex polypeptide 4
Q5SY16	Q5SY16	79707	NOL9	nucleolar protein 9
Q5T011	Q5T011	23334	SZT2	SZT2, KICSTOR complex subunit
Q5T0D9	Q5T0D9	127262	TPRG1L	tumor protein p63 regulated 1 like
Q5T0F9	Q5T0F9	200014	CC2D1B	coiled-coil and C2 domain containing 1B
Q5T160	Q5T160	57038	RARS2	arginyl-tRNA synthetase 2, mitochondrial
Q5T1M5	Q5T1M5	23307	FKBP15	FK506 binding protein 15
Q5T1V6	Q5T1V6	83479	DDX59	DEAD-box helicase 59
Q5T200	Q5T200	23091	ZC3H13	zinc finger CCCH-type containing 13
Q5T280	Q5T280	51490	SPOUT1	SPOUT domain containing methyltransferase 1
Q5T2E6	Q5T2E6	79591	C10orf76	chromosome 10 open reading frame 76
Q5T3I0	Q5T3I0	NA	NA	NA
Q5T3J3	Q5T3J3	55791	LRIF1	ligand dependent nuclear receptor interacting factor 1
Q5T3U5	Q5T3U5	89845	ABCC10	ATP binding cassette subfamily C member 10
Q5T440	Q5T440	200205	IBA57	IBA57 homolog, iron-sulfur cluster assembly
Q5T447	Q5T447	79654	HECTD3	HECT domain E3 ubiquitin protein ligase 3
Q5T4S7	Q5T4S7	23352	UBR4	ubiquitin protein ligase E3 component n-recognin 4
Q5T5P2	Q5T5P2	56243	KIAA1217	KIAA1217
Q5T5X7	Q5T5X7	57673	BEND3	BEN domain containing 3
Q5T5Y3	Q5T5Y3	157922	CAMSAP1	calmodulin regulated spectrin associated protein 1
Q5T653	Q5T653	51069	MRPL2	mitochondrial ribosomal protein L2
Q5T6F2	Q5T6F2	55833	UBAP2	ubiquitin associated protein 2
Q5T6V5	Q5T6V5	84267	C9orf64	chromosome 9 open reading frame 64
Q5T749	Q5T749	448834	KPRP	keratinocyte proline rich protein
Q5T7V8	Q5T7V8	92344	GORAB	golgin, RAB6 interacting
Q5T8D3	Q5T8D3	91452	ACBD5	acyl-CoA binding domain containing 5
Q5T8P6	Q5T8P6	64062	RBM26	RNA binding motif protein 26
Q5T9A4	Q5T9A4	83858	ATAD3B	ATPase family, AAA domain containing 3B
Q5T9C2	Q5T9C2	399665	FAM102A	family with sequence similarity 102 member A
Q5T9S5	Q5T9S5	343099	CCDC18	coiled-coil domain containing 18
Q5TA45	Q5TA45	54973	INTS11	integrator complex subunit 11
Q5TA50	Q5TA50	80772	CPTP	ceramide-1-phosphate transfer protein
Q5TAQ9	Q5TAQ9	50717	DCAF8	DDB1 and CUL4 associated factor 8
Q5TAX3	Q5TAX3	23318	ZCCHC11	zinc finger CCHC-type containing 11
Q5TBB1	Q5TBB1	79621	RNASEH2B	ribonuclease H2 subunit B
Q5TC12	Q5TC12	64756	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1
Q5TC82	Q5TC82	149041	RC3H1	ring finger and CCCH-type domains 1
Q5TDH0	Q5TDH0	84301	DDI2	DNA damage inducible 1 homolog 2
Q5TEJ8	Q5TEJ8	9473	THEMIS2	thymocyte selection associated family member 2
Q5TEU4	Q5TEU4	79133	NDUFAF5	"NADH:ubiquinone oxidoreductase complex assembly factor 5"
Q5TFE4	Q5TFE4	221294	NT5DC1	5'-nucleotidase domain containing 1
Q5TGY1	Q5TGY1	255104	TMCO4	transmembrane and coiled-coil domains 4
Q5TGY3	Q5TGY3	27245	AHDC1	AT-hook DNA binding motif containing 1
Q5TGZ0	Q5TGZ0	440574	MINOS1	mitochondrial inner membrane organizing system 1
Q5THK1	Q5THK1	253143	PRR14L	proline rich 14 like
Q5TKA1	Q5TKA1	286826	LIN9	lin-9 DREAM MuvB core complex component
Q5U3C3	Q5U3C3	84187	TMEM164	transmembrane protein 164
Q5U5X0	Q5U5X0	90624	LYRM7	LYR motif containing 7
Q5UCC4	Q5UCC4	284361	EMC10	ER membrane protein complex subunit 10
Q5UE93	Q5UE93	146850	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6
Q5UIP0	Q5UIP0	55183	RIF1	replication timing regulatory factor 1
Q5VIR6	Q5VIR6	55275	VPS53	VPS53, GARP complex subunit
Q5VSL9	Q5VSL9	85369	STRIP1	striatin interacting protein 1
Q5VST6	Q5VST6	51104	ABHD17B	abhydrolase domain containing 17B
Q5VSY0	Q5VSY0	80318	GKAP1	G kinase anchoring protein 1
Q5VT06	Q5VT06	9857	CEP350	centrosomal protein 350
Q5VT52	Q5VT52	23248	RPRD2	regulation of nuclear pre-mRNA domain containing 2
Q5VTE6	Q5VTE6	90806	ANGEL2	angel homolog 2
Q5VTL8	Q5VTL8	55119	PRPF38B	pre-mRNA processing factor 38B
Q5VTR2	Q5VTR2	56254	RNF20	ring finger protein 20
Q5VU43	Q5VU43	9659	PDE4DIP	phosphodiesterase 4D interacting protein
Q5VUA4	Q5VUA4	24149	ZNF318	zinc finger protein 318
Q5VUG0	Q5VUG0	57713	SFMBT2	Scm like with four mbt domains 2
Q5VV42	Q5VV42	54901	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1
Q5VVJ2	Q5VVJ2	114803	MYSM1	Myb like, SWIRM and MPN domains 1
Q5VVQ6	Q5VVQ6	55432	YOD1	YOD1 deubiquitinase
Q5VW32	Q5VW32	148362	BROX	BRO1 domain and CAAX motif containing
Q5VW36	Q5VW36	54914	FOCAD	focadhesin
Q5VWQ0	Q5VWQ0	54665	RSBN1	round spermatid basic protein 1
Q5VWZ2	Q5VWZ2	127018	LYPLAL1	lysophospholipase like 1
Q5VYK3	Q5VYK3	23392	KIAA0368	KIAA0368
Q5VYS8	Q5VYS8	79670	ZCCHC6	zinc finger CCHC-type containing 6
Q5VYV7	Q5VYV7	128710	SLX4IP	SLX4 interacting protein
Q5VZ89	Q5VZ89	55667	DENND4C	DENN domain containing 4C
Q5VZE5	Q5VZE5	60560	"NAA35"	N(alpha)-acetyltransferase 35, NatC auxiliary subunit
Q5VZK9	Q5VZK9	55604	CARMIL1	capping protein regulator and myosin 1 linker 1
Q5VZL5	Q5VZL5	9202	ZMYM4	zinc finger MYM-type containing 4
Q5W0B1	Q5W0B1	79596	RNF219	ring finger protein 219
Q5W0V3	Q5W0V3	57700	FAM160B1	family with sequence similarity 160 member B1
Q5XKP0	Q5XKP0	125988	C19orf70	chromosome 19 open reading frame 70
Q5XPI4	Q5XPI4	63891	RNF123	ring finger protein 123
Q5XUX0	Q5XUX0	79791	FBXO31	F-box protein 31
Q63HN8	Q63HN8	57674	RNF213	ring finger protein 213
Q63HQ0	Q63HQ0	55435	AP1AR	adaptor related protein complex 1 associated regulatory protein
Q641Q2	Q641Q2	387680	WASHC2A	WASH complex subunit 2A
Q643R3	Q643R3	254531	LPCAT4	lysophosphatidylcholine acyltransferase 4
Q658Y4	Q658Y4	157769	FAM91A1	family with sequence similarity 91 member A1
Q659C4	Q659C4	55132	LARP1B	La ribonucleoprotein domain family member 1B
Q66GS9	Q66GS9	9662	CEP135	centrosomal protein 135
Q66K14	Q66K14	23061	TBC1D9B	TBC1 domain family member 9B
Q66K74	Q66K74	55201	MAP1S	microtubule associated protein 1S
Q66K89	Q66K89	1877	E4F1	E4F transcription factor 1
Q66LE6	Q66LE6	55844	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta
Q66PJ3	Q66PJ3	51329	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4
Q676U5	Q676U5	55054	ATG16L1	autophagy related 16 like 1
Q68CP9	Q68CP9	196528	ARID2	AT-rich interaction domain 2
Q68CQ4	Q68CQ4	27042	DIEXF	digestive organ expansion factor homolog (zebrafish)
Q68CQ7	Q68CQ7	55830	GLT8D1	glycosyltransferase 8 domain containing 1
Q68CZ6	Q68CZ6	79441	HAUS3	HAUS augmin like complex subunit 3
Q68D06	Q68D06	146857	SLFN13	schlafen family member 13
Q68D10	Q68D10	144108	SPTY2D1	SPT2 chromatin protein domain containing 1
Q68D91	Q68D91	153364	MBLAC2	metallo-beta-lactamase domain containing 2
Q68DH5	Q68DH5	92255	LMBRD2	LMBR1 domain containing 2
Q68DK2	Q68DK2	23503	ZFYVE26	zinc finger FYVE-type containing 26
Q68DK7	Q68DK7	339287	MSL1	male specific lethal 1 homolog
Q68E01	Q68E01	65123	INTS3	integrator complex subunit 3
Q68EM7	Q68EM7	55114	ARHGAP17	Rho GTPase activating protein 17
Q69YH5	Q69YH5	157313	CDCA2	cell division cycle associated 2
Q69YL0	Q69YL0	NA	NA	NA
Q69YN2	Q69YN2	55280	CWF19L1	CWF19 like 1, cell cycle control (S. pombe)
Q69YN4	Q69YN4	25962	VIRMA	vir like m6A methyltransferase associated
Q69YQ0	Q69YQ0	23384	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like
Q6AI08	Q6AI08	63897	HEATR6	HEAT repeat containing 6
Q6BCY4	Q6BCY4	51700	CYB5R2	cytochrome b5 reductase 2
Q6BDS2	Q6BDS2	54887	UHRF1BP1	UHRF1 binding protein 1
Q6DD87	Q6DD87	126208	ZNF787	zinc finger protein 787
Q6DD88	Q6DD88	25923	ATL3	atlastin GTPase 3
Q6DKI1	Q6DKI1	285855	RPL7L1	ribosomal protein L7 like 1
Q6DKK2	Q6DKK2	54902	TTC19	tetratricopeptide repeat domain 19
Q6DN90	Q6DN90	9922	IQSEC1	IQ motif and Sec7 domain 1
Q6EEV4	Q6EEV4	81488	POLR2M	RNA polymerase II subunit M
Q6F5E8	Q6F5E8	146206	CARMIL2	capping protein regulator and myosin 1 linker 2
Q6FI81	Q6FI81	57019	CIAPIN1	cytokine induced apoptosis inhibitor 1
Q6FIF0	Q6FIF0	54469	ZFAND6	zinc finger AN1-type containing 6
Q6GMV2	Q6GMV2	10322	SMYD5	SMYD family member 5
Q6GMV3	Q6GMV3	391356	PTRHD1	peptidyl-tRNA hydrolase domain containing 1
Q6GPH4	Q6GPH4	54739	XAF1	XIAP associated factor 1
Q6GQQ9	Q6GQQ9	56957	OTUD7B	OTU deubiquitinase 7B
Q6GYQ0	Q6GYQ0	253959	RALGAPA1	Ral GTPase activating protein catalytic alpha subunit 1
Q6I9Y2	Q6I9Y2	80145	THOC7	THO complex 7
Q6IA69	Q6IA69	55191	"NADSYN1"	"NAD synthetase 1"
Q6IA86	Q6IA86	55250	ELP2	elongator acetyltransferase complex subunit 2
Q6IAA8	Q6IAA8	55004	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1
Q6IAN0	Q6IAN0	25979	DHRS7B	dehydrogenase/reductase 7B
Q6IBS0	Q6IBS0	11344	TWF2	twinfilin actin binding protein 2
Q6IBW4	Q6IBW4	29781	NCAPH2	non-SMC condensin II complex subunit H2
Q6ICG6	Q6ICG6	23313	KIAA0930	KIAA0930
Q6ICH7	Q6ICH7	57168	ASPHD2	aspartate beta-hydroxylase domain containing 2
Q6IEG0	Q6IEG0	154007	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48
Q6IN84	Q6IN84	79922	MRM1	mitochondrial rRNA methyltransferase 1
Q6IN85	Q6IN85	55671	PPP4R3A	protein phosphatase 4 regulatory subunit 3A
Q6IPR3	Q6IPR3	127253	TYW3	tRNA-yW synthesizing protein 3 homolog
Q6IQ22	Q6IQ22	201475	RAB12	RAB12, member RAS oncogene family
Q6IQ32	Q6IQ32	22850	ADNP2	ADNP homeobox 2
Q6IQ49	Q6IQ49	163859	SDE2	SDE2 telomere maintenance homolog
Q6JBY9	Q6JBY9	92241	RCSD1	RCSD domain containing 1
Q6JQN1	Q6JQN1	80724	ACAD10	acyl-CoA dehydrogenase family member 10
Q6K0P9	Q6K0P9	149628	PYHIN1	pyrin and HIN domain family member 1
Q6KC79	Q6KC79	25836	NIPBL	NIPBL, cohesin loading factor
Q6L8Q7	Q6L8Q7	201626	PDE12	phosphodiesterase 12
Q6MZP7	Q6MZP7	132660	LIN54	lin-54 DREAM MuvB core complex component
Q6N063	Q6N063	79676	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2
Q6N069	Q6N069	79612	"NAA16"	N(alpha)-acetyltransferase 16, NatA auxiliary subunit
Q6N075	Q6N075	84975	MFSD5	major facilitator superfamily domain containing 5
Q6NTF9	Q6NTF9	57414	RHBDD2	rhomboid domain containing 2
Q6NUK1	Q6NUK1	29957	SLC25A24	solute carrier family 25 member 24
Q6NUK4	Q6NUK4	221035	REEP3	receptor accessory protein 3
Q6NUM9	Q6NUM9	54884	RETSAT	retinol saturase
Q6NUQ1	Q6NUQ1	60561	RINT1	RAD50 interactor 1
Q6NUQ4	Q6NUQ4	54867	TMEM214	transmembrane protein 214
Q6NVY1	Q6NVY1	26275	HIBCH	3-hydroxyisobutyryl-CoA hydrolase
Q6NW29	Q6NW29	201965	RWDD4	RWD domain containing 4
Q6NW34	Q6NW34	25871	NEPRO	nucleolus and neural progenitor protein
Q6NXE6	Q6NXE6	93436	ARMC6	armadillo repeat containing 6
Q6NXR4	Q6NXR4	80185	TTI2	TELO2 interacting protein 2
Q6NXT4	Q6NXT4	55676	SLC30A6	solute carrier family 30 member 6
Q6NXT6	Q6NXT6	202018	TAPT1	transmembrane anterior posterior transformation 1
Q6NYC1	Q6NYC1	23210	JMJD6	arginine demethylase and lysine hydroxylase
Q6NYC8	Q6NYC8	170954	PPP1R18	protein phosphatase 1 regulatory subunit 18
Q6NZY4	Q6NZY4	55596	ZCCHC8	zinc finger CCHC-type containing 8
Q6P087	Q6P087	285367	RPUSD3	RNA pseudouridylate synthase domain containing 3
Q6P0N0	Q6P0N0	55320	MIS18BP1	MIS18 binding protein 1
Q6P158	Q6P158	90957	DHX57	DExH-box helicase 57
Q6P161	Q6P161	116541	MRPL54	mitochondrial ribosomal protein L54
Q6P179	Q6P179	64167	ERAP2	endoplasmic reticulum aminopeptidase 2
Q6P1A2	Q6P1A2	10162	LPCAT3	lysophosphatidylcholine acyltransferase 3
Q6P1J9	Q6P1J9	79577	CDC73	cell division cycle 73
Q6P1L8	Q6P1L8	64928	MRPL14	mitochondrial ribosomal protein L14
Q6P1M0	Q6P1M0	10999	SLC27A4	solute carrier family 27 member 4
Q6P1N0	Q6P1N0	54862	CC2D1A	coiled-coil and C2 domain containing 1A
Q6P1N9	Q6P1N9	83940	TATDN1	TatD DNase domain containing 1
Q6P1Q0	Q6P1Q0	25875	LETMD1	LETM1 domain containing 1
Q6P1Q9	Q6P1Q9	55798	METTL2B	methyltransferase like 2B
Q6P1R3	Q6P1R3	79684	MSANTD2	Myb/SANT DNA binding domain containing 2
Q6P1R4	Q6P1R4	64118	DUS1L	dihydrouridine synthase 1 like
Q6P1X5	Q6P1X5	6873	TAF2	TATA-box binding protein associated factor 2
Q6P1X6	Q6P1X6	414919	C8orf82	chromosome 8 open reading frame 82
Q6P2C8	Q6P2C8	9442	MED27	mediator complex subunit 27
Q6P2E9	Q6P2E9	23644	EDC4	enhancer of mRNA decapping 4
Q6P2H3	Q6P2H3	64793	CEP85	centrosomal protein 85
Q6P2P2	Q6P2P2	90826	PRMT9	protein arginine methyltransferase 9
Q6P2Q9	Q6P2Q9	10594	PRPF8	pre-mRNA processing factor 8
Q6P3W7	Q6P3W7	55681	SCYL2	SCY1 like pseudokinase 2
Q6P3X3	Q6P3X3	55622	TTC27	tetratricopeptide repeat domain 27
Q6P4A7	Q6P4A7	119559	SFXN4	sideroflexin 4
Q6P4E1	Q6P4E1	113201	CASC4	cancer susceptibility 4
Q6P4I2	Q6P4I2	84942	WDR73	WD repeat domain 73
Q6P4R8	Q6P4R8	4798	NFRKB	nuclear factor related to kappaB binding protein
Q6P587	Q6P587	81889	FAHD1	fumarylacetoacetate hydrolase domain containing 1
Q6P589	Q6P589	79626	TNFAIP8L2	TNF alpha induced protein 8 like 2
Q6P5R6	Q6P5R6	200916	RPL22L1	ribosomal protein L22 like 1
Q6P6C2	Q6P6C2	54890	ALKBH5	alkB homolog 5, RNA demethylase
Q6P996	Q6P996	23042	PDXDC1	pyridoxal dependent decarboxylase domain containing 1
Q6P9B6	Q6P9B6	57707	TLDC1	TBC/LysM-associated domain containing 1
Q6P9B9	Q6P9B9	80789	INTS5	integrator complex subunit 5
Q6P9G4	Q6P9G4	201799	TMEM154	transmembrane protein 154
Q6P9H5	Q6P9H5	474344	GIMAP6	GTPase, IMAP family member 6
Q6PCB5	Q6PCB5	222194	RSBN1L	round spermatid basic protein 1 like
Q6PCB7	Q6PCB7	376497	SLC27A1	solute carrier family 27 member 1
Q6PCB8	Q6PCB8	133418	EMB	embigin
Q6PD62	Q6PD62	9646	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component
Q6PD74	Q6PD74	79719	AAGAB	alpha and gamma adaptin binding protein
Q6PFW1	Q6PFW1	9677	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1
Q6PGP7	Q6PGP7	9652	TTC37	tetratricopeptide repeat domain 37
Q6PI47	Q6PI47	130535	KCTD18	potassium channel tetramerization domain containing 18
Q6PI48	Q6PI48	55157	DARS2	aspartyl-tRNA synthetase 2, mitochondrial
Q6PI98	Q6PI98	125476	INO80C	INO80 complex subunit C
